             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          28093284  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093283  physical      FDR    ninht PD       0:00      1 (Priority)
          28093287  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28133526  physical sabre-ar imahmood PD       0:00      1 (Priority)
          28093290  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093289  physical      FDR    ninht PD       0:00      1 (Priority)
          28093288  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093291  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28127898  physical     test      fff PD       0:00      1 (Priority)
          28127897  physical     test      fff PD       0:00      1 (Priority)
          28127896  physical     test      fff PD       0:00      1 (Priority)
          28136822  physical C14+augp  gmuller PD       0:00      1 (Priority)
          28136824  physical C10+_lin  gmuller PD       0:00      1 (Priority)
          28136789  physical C18+augp  gmuller PD       0:00      1 (Priority)
          28136787  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28136841  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28140317  physical sabre-se mzurowsk PD       0:00      1 (Priority)
          28140399  physical sabre-ar mzurowsk PD       0:00      1 (Priority)
          28137482  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28137481  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28138943  physical cellrang  joshlee PD       0:00      1 (Priority)
          28137577  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28137576  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28137575  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28137651  physical DTE-Adj_  gmuller PD       0:00      1 (Priority)
          28137771  physical DTE_para  gmuller PD       0:00      1 (Priority)
          28137770  physical DTE_para  gmuller PD       0:00      1 (Priority)
          28137933  physical DTE_para  gmuller PD       0:00      1 (Priority)
          28137932  physical DTE_para  gmuller PD       0:00      1 (Priority)
          28093102  physical   c_b_85 tzahtila PD       0:00      6 (Priority)
     28117624_2647  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2646  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2645  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2644  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2643  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2642  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2641  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2640  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2655  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2654  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2653  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2652  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2651  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2650  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2654  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2653  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2649  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2652  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2651  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2650  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2649  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2648  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2648  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2655  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2656  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2657  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117624_2656  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
     28117622_2657  physical M1N3F1;r   zhuol4 PD       0:00      1 (Priority)
          28093140  physical   p_b_85 tzahtila PD       0:00      5 (Priority)
          28093360  physical   p_b_55 tzahtila PD       0:00      5 (Priority)
          28093577  physical   p_a_25 tzahtila PD       0:00      5 (Priority)
          28093574  physical   c_a_25 tzahtila PD       0:00      5 (Priority)
        28069376_1  physical cal_mode trotterl PD       0:00      1 (Priority)
          28093800  physical NTTTTT.s    ninht PD       0:00      1 (Priority)
          28093315  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093314  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093313  physical      FDR    ninht PD       0:00      1 (Priority)
          28093312  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093311  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093310  physical      FDR    ninht PD       0:00      1 (Priority)
          28093309  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093308  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093307  physical      FDR    ninht PD       0:00      1 (Priority)
          28093306  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093305  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093304  physical      FDR    ninht PD       0:00      1 (Priority)
          28093303  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093302  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093301  physical      FDR    ninht PD       0:00      1 (Priority)
          28093300  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093299  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093298  physical      FDR    ninht PD       0:00      1 (Priority)
          28093297  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093296  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093295  physical      FDR    ninht PD       0:00      1 (Priority)
          28093294  physical F4.slurm    ninht PD       0:00      1 (Priority)
          28093293  physical F3.slurm    ninht PD       0:00      1 (Priority)
          28093292  physical      FDR    ninht PD       0:00      1 (Priority)
          28094041  physical ARe85.53     wlu2 PD       0:00      1 (Priority)
          28094040  physical ARe87.50     wlu2 PD       0:00      1 (Priority)
          28029555  physical GECCO6_9    laij6 PD       0:00      1 (Priority)
          28029554  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28029553  physical GECCO12_    laij6 PD       0:00      1 (Priority)
          28095628  physical B07Re390     wlu2 PD       0:00      1 (Priority)
          28093359  physical   c_b_55 tzahtila PD       0:00      2 (Priority)
          28138382  physical user.ang    akong PD       0:00      1 (Priority)
          28138381  physical user.ang    akong PD       0:00      1 (Priority)
          28138380  physical user.ang    akong PD       0:00      1 (Priority)
          28138379  physical user.ang    akong PD       0:00      1 (Priority)
          28138378  physical user.ang    akong PD       0:00      1 (Priority)
          28138377  physical user.ang    akong PD       0:00      1 (Priority)
          28138376  physical user.ang    akong PD       0:00      1 (Priority)
          28138375  physical user.ang    akong PD       0:00      1 (Priority)
          28138374  physical user.ang    akong PD       0:00      1 (Priority)
          28138373  physical user.ang    akong PD       0:00      1 (Priority)
          28138372  physical user.ang    akong PD       0:00      1 (Priority)
          28138371  physical user.ang    akong PD       0:00      1 (Priority)
          28138370  physical user.ang    akong PD       0:00      1 (Priority)
          28138369  physical user.ang    akong PD       0:00      1 (Priority)
          28138368  physical user.ang    akong PD       0:00      1 (Priority)
          28138367  physical user.ang    akong PD       0:00      1 (Priority)
          28138366  physical user.ang    akong PD       0:00      1 (Priority)
          28138365  physical user.ang    akong PD       0:00      1 (Priority)
          28138364  physical user.ang    akong PD       0:00      1 (Priority)
          28138363  physical user.ang    akong PD       0:00      1 (Priority)
          28138362  physical user.ang    akong PD       0:00      1 (Priority)
          28138361  physical user.ang    akong PD       0:00      1 (Priority)
          28138360  physical user.ang    akong PD       0:00      1 (Priority)
          28138359  physical user.ang    akong PD       0:00      1 (Priority)
          28138358  physical user.ang    akong PD       0:00      1 (Priority)
          28138357  physical user.ang    akong PD       0:00      1 (Priority)
          28138356  physical user.ang    akong PD       0:00      1 (Priority)
          28138355  physical user.ang    akong PD       0:00      1 (Priority)
          28138354  physical user.ang    akong PD       0:00      1 (Priority)
          28138353  physical user.ang    akong PD       0:00      1 (Priority)
          28138352  physical user.ang    akong PD       0:00      1 (Priority)
          28138351  physical user.ang    akong PD       0:00      1 (Priority)
          28138350  physical user.ang    akong PD       0:00      1 (Priority)
          28138349  physical user.ang    akong PD       0:00      1 (Priority)
          28138348  physical user.ang    akong PD       0:00      1 (Priority)
          28138347  physical user.ang    akong PD       0:00      1 (Priority)
          28138346  physical user.ang    akong PD       0:00      1 (Priority)
          28138345  physical user.ang    akong PD       0:00      1 (Priority)
          28138344  physical user.ang    akong PD       0:00      1 (Priority)
          28138343  physical user.ang    akong PD       0:00      1 (Priority)
          28138342  physical user.ang    akong PD       0:00      1 (Priority)
        28069378_1  physical cal_mode trotterl PD       0:00      1 (Priority)
          28138384  physical user.ang    akong PD       0:00      1 (Priority)
          28138383  physical user.ang    akong PD       0:00      1 (Priority)
          28029560  physical GECCO1_2    laij6 PD       0:00      1 (Priority)
          28029559  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28029558  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28029557  physical GECCO9_2    laij6 PD       0:00      1 (Priority)
          28029556  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28029566  physical GECCO7_8    laij6 PD       0:00      1 (Priority)
          28029565  physical GECCO20_    laij6 PD       0:00      1 (Priority)
          28029564  physical GECCO2_2    laij6 PD       0:00      1 (Priority)
          28029563  physical GECCO15_    laij6 PD       0:00      1 (Priority)
          28029562  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28029561  physical GECCO15_    laij6 PD       0:00      1 (Priority)
          28029571  physical GECCO17_    laij6 PD       0:00      1 (Priority)
          28029570  physical GECCO2_1    laij6 PD       0:00      1 (Priority)
          28029569  physical GECCO6_1    laij6 PD       0:00      1 (Priority)
          28029568  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28029567  physical GECCO7_8    laij6 PD       0:00      1 (Priority)
          28029579  physical GECCO2_2    laij6 PD       0:00      1 (Priority)
          28029578  physical GECCO2_1    laij6 PD       0:00      1 (Priority)
          28029577  physical GECCO1_1    laij6 PD       0:00      1 (Priority)
          28029573  physical GECCO2_3    laij6 PD       0:00      1 (Priority)
          28029572  physical GECCO16_    laij6 PD       0:00      1 (Priority)
          28093375  physical CCFR7_55    laij6 PD       0:00      1 (Priority)
          28093374  physical CCFR13_4    laij6 PD       0:00      1 (Priority)
          28093373  physical CCFR9_88    laij6 PD       0:00      1 (Priority)
          28093372  physical CCFR12_1    laij6 PD       0:00      1 (Priority)
          28029580  physical GECCO6_3    laij6 PD       0:00      1 (Priority)
          28094490  physical blas33.s yichengc PD       0:00      1 (Priority)
          28138386  physical user.ang    akong PD       0:00      1 (Priority)
          28138385  physical user.ang    akong PD       0:00      1 (Priority)
          28138387  physical user.ang    akong PD       0:00      1 (Priority)
          28094355  physical sys/dash  forough PD       0:00      1 (Priority)
          28094354  physical sys/dash  forough PD       0:00      1 (Priority)
          28094353  physical sys/dash  forough PD       0:00      1 (Priority)
          28094352  physical sys/dash  forough PD       0:00      1 (Priority)
          28138389  physical user.ang    akong PD       0:00      1 (Priority)
          28138388  physical user.ang    akong PD       0:00      1 (Priority)
          28138391  physical user.ang    akong PD       0:00      1 (Priority)
          28138390  physical user.ang    akong PD       0:00      1 (Priority)
          28138834  physical user.ang    akong PD       0:00      1 (Priority)
          28138833  physical user.ang    akong PD       0:00      1 (Priority)
          28138832  physical user.ang    akong PD       0:00      1 (Priority)
          28138831  physical user.ang    akong PD       0:00      1 (Priority)
          28138830  physical user.ang    akong PD       0:00      1 (Priority)
          28138829  physical user.ang    akong PD       0:00      1 (Priority)
          28138828  physical user.ang    akong PD       0:00      1 (Priority)
          28138827  physical user.ang    akong PD       0:00      1 (Priority)
          28138826  physical user.ang    akong PD       0:00      1 (Priority)
          28138825  physical user.ang    akong PD       0:00      1 (Priority)
          28138824  physical user.ang    akong PD       0:00      1 (Priority)
          28138823  physical user.ang    akong PD       0:00      1 (Priority)
          28138822  physical user.ang    akong PD       0:00      1 (Priority)
          28138821  physical user.ang    akong PD       0:00      1 (Priority)
          28138820  physical user.ang    akong PD       0:00      1 (Priority)
          28138819  physical user.ang    akong PD       0:00      1 (Priority)
          28138818  physical user.ang    akong PD       0:00      1 (Priority)
          28138817  physical user.ang    akong PD       0:00      1 (Priority)
          28138816  physical user.ang    akong PD       0:00      1 (Priority)
          28138815  physical user.ang    akong PD       0:00      1 (Priority)
          28138814  physical user.ang    akong PD       0:00      1 (Priority)
          28138813  physical user.ang    akong PD       0:00      1 (Priority)
          28138812  physical user.ang    akong PD       0:00      1 (Priority)
          28138811  physical user.ang    akong PD       0:00      1 (Priority)
          28138810  physical user.ang    akong PD       0:00      1 (Priority)
          28138809  physical user.ang    akong PD       0:00      1 (Priority)
          28138808  physical user.ang    akong PD       0:00      1 (Priority)
          28138807  physical user.ang    akong PD       0:00      1 (Priority)
          28138806  physical user.ang    akong PD       0:00      1 (Priority)
          28138805  physical user.ang    akong PD       0:00      1 (Priority)
          28138804  physical user.ang    akong PD       0:00      1 (Priority)
          28138803  physical user.ang    akong PD       0:00      1 (Priority)
          28138802  physical user.ang    akong PD       0:00      1 (Priority)
          28138801  physical user.ang    akong PD       0:00      1 (Priority)
          28138800  physical user.ang    akong PD       0:00      1 (Priority)
          28138799  physical user.ang    akong PD       0:00      1 (Priority)
          28138798  physical user.ang    akong PD       0:00      1 (Priority)
          28138797  physical user.ang    akong PD       0:00      1 (Priority)
          28138796  physical user.ang    akong PD       0:00      1 (Priority)
          28138795  physical user.ang    akong PD       0:00      1 (Priority)
          28138794  physical user.ang    akong PD       0:00      1 (Priority)
          28138793  physical user.ang    akong PD       0:00      1 (Priority)
          28138792  physical user.ang    akong PD       0:00      1 (Priority)
          28138791  physical user.ang    akong PD       0:00      1 (Priority)
          28138790  physical user.ang    akong PD       0:00      1 (Priority)
          28138789  physical user.ang    akong PD       0:00      1 (Priority)
          28138788  physical user.ang    akong PD       0:00      1 (Priority)
          28138787  physical user.ang    akong PD       0:00      1 (Priority)
          28138786  physical user.ang    akong PD       0:00      1 (Priority)
          28138785  physical user.ang    akong PD       0:00      1 (Priority)
          28138784  physical user.ang    akong PD       0:00      1 (Priority)
          28138783  physical user.ang    akong PD       0:00      1 (Priority)
          28138782  physical user.ang    akong PD       0:00      1 (Priority)
          28138781  physical user.ang    akong PD       0:00      1 (Priority)
          28138780  physical user.ang    akong PD       0:00      1 (Priority)
          28138779  physical user.ang    akong PD       0:00      1 (Priority)
          28138778  physical user.ang    akong PD       0:00      1 (Priority)
          28138777  physical user.ang    akong PD       0:00      1 (Priority)
          28138776  physical user.ang    akong PD       0:00      1 (Priority)
          28138775  physical user.ang    akong PD       0:00      1 (Priority)
          28138774  physical user.ang    akong PD       0:00      1 (Priority)
          28138773  physical user.ang    akong PD       0:00      1 (Priority)
          28138772  physical user.ang    akong PD       0:00      1 (Priority)
          28138771  physical user.ang    akong PD       0:00      1 (Priority)
          28138770  physical user.ang    akong PD       0:00      1 (Priority)
          28138769  physical user.ang    akong PD       0:00      1 (Priority)
          28138768  physical user.ang    akong PD       0:00      1 (Priority)
          28138767  physical user.ang    akong PD       0:00      1 (Priority)
          28138766  physical user.ang    akong PD       0:00      1 (Priority)
          28138765  physical user.ang    akong PD       0:00      1 (Priority)
          28138764  physical user.ang    akong PD       0:00      1 (Priority)
          28138763  physical user.ang    akong PD       0:00      1 (Priority)
          28138762  physical user.ang    akong PD       0:00      1 (Priority)
          28138761  physical user.ang    akong PD       0:00      1 (Priority)
          28138760  physical user.ang    akong PD       0:00      1 (Priority)
          28138759  physical user.ang    akong PD       0:00      1 (Priority)
          28138758  physical user.ang    akong PD       0:00      1 (Priority)
          28138757  physical user.ang    akong PD       0:00      1 (Priority)
          28138756  physical user.ang    akong PD       0:00      1 (Priority)
          28138755  physical user.ang    akong PD       0:00      1 (Priority)
          28138754  physical user.ang    akong PD       0:00      1 (Priority)
          28138753  physical user.ang    akong PD       0:00      1 (Priority)
          28138752  physical user.ang    akong PD       0:00      1 (Priority)
          28138751  physical user.ang    akong PD       0:00      1 (Priority)
          28138750  physical user.ang    akong PD       0:00      1 (Priority)
          28138749  physical user.ang    akong PD       0:00      1 (Priority)
          28138748  physical user.ang    akong PD       0:00      1 (Priority)
          28138747  physical user.ang    akong PD       0:00      1 (Priority)
          28138746  physical user.ang    akong PD       0:00      1 (Priority)
          28138745  physical user.ang    akong PD       0:00      1 (Priority)
          28138744  physical user.ang    akong PD       0:00      1 (Priority)
          28138743  physical user.ang    akong PD       0:00      1 (Priority)
          28138742  physical user.ang    akong PD       0:00      1 (Priority)
          28138741  physical user.ang    akong PD       0:00      1 (Priority)
          28138740  physical user.ang    akong PD       0:00      1 (Priority)
          28138739  physical user.ang    akong PD       0:00      1 (Priority)
          28138738  physical user.ang    akong PD       0:00      1 (Priority)
          28138737  physical user.ang    akong PD       0:00      1 (Priority)
          28138736  physical user.ang    akong PD       0:00      1 (Priority)
          28138735  physical user.ang    akong PD       0:00      1 (Priority)
          28138734  physical user.ang    akong PD       0:00      1 (Priority)
          28138733  physical user.ang    akong PD       0:00      1 (Priority)
          28138732  physical user.ang    akong PD       0:00      1 (Priority)
          28138731  physical user.ang    akong PD       0:00      1 (Priority)
          28138730  physical user.ang    akong PD       0:00      1 (Priority)
          28138729  physical user.ang    akong PD       0:00      1 (Priority)
          28138728  physical user.ang    akong PD       0:00      1 (Priority)
          28138727  physical user.ang    akong PD       0:00      1 (Priority)
          28138726  physical user.ang    akong PD       0:00      1 (Priority)
          28138725  physical user.ang    akong PD       0:00      1 (Priority)
          28138724  physical user.ang    akong PD       0:00      1 (Priority)
          28138723  physical user.ang    akong PD       0:00      1 (Priority)
          28138722  physical user.ang    akong PD       0:00      1 (Priority)
          28138721  physical user.ang    akong PD       0:00      1 (Priority)
          28138720  physical user.ang    akong PD       0:00      1 (Priority)
          28138719  physical user.ang    akong PD       0:00      1 (Priority)
          28138718  physical user.ang    akong PD       0:00      1 (Priority)
          28138717  physical user.ang    akong PD       0:00      1 (Priority)
          28138716  physical user.ang    akong PD       0:00      1 (Priority)
          28138715  physical user.ang    akong PD       0:00      1 (Priority)
          28138714  physical user.ang    akong PD       0:00      1 (Priority)
          28138713  physical user.ang    akong PD       0:00      1 (Priority)
          28138712  physical user.ang    akong PD       0:00      1 (Priority)
          28138711  physical user.ang    akong PD       0:00      1 (Priority)
          28138710  physical user.ang    akong PD       0:00      1 (Priority)
          28138709  physical user.ang    akong PD       0:00      1 (Priority)
          28138708  physical user.ang    akong PD       0:00      1 (Priority)
          28138707  physical user.ang    akong PD       0:00      1 (Priority)
          28138706  physical user.ang    akong PD       0:00      1 (Priority)
          28138705  physical user.ang    akong PD       0:00      1 (Priority)
          28138704  physical user.ang    akong PD       0:00      1 (Priority)
          28138703  physical user.ang    akong PD       0:00      1 (Priority)
          28138702  physical user.ang    akong PD       0:00      1 (Priority)
          28138701  physical user.ang    akong PD       0:00      1 (Priority)
          28138700  physical user.ang    akong PD       0:00      1 (Priority)
          28138699  physical user.ang    akong PD       0:00      1 (Priority)
          28138698  physical user.ang    akong PD       0:00      1 (Priority)
          28138697  physical user.ang    akong PD       0:00      1 (Priority)
          28138696  physical user.ang    akong PD       0:00      1 (Priority)
          28138695  physical user.ang    akong PD       0:00      1 (Priority)
          28138694  physical user.ang    akong PD       0:00      1 (Priority)
          28138693  physical user.ang    akong PD       0:00      1 (Priority)
          28138692  physical user.ang    akong PD       0:00      1 (Priority)
          28138691  physical user.ang    akong PD       0:00      1 (Priority)
          28138690  physical user.ang    akong PD       0:00      1 (Priority)
          28138689  physical user.ang    akong PD       0:00      1 (Priority)
          28138688  physical user.ang    akong PD       0:00      1 (Priority)
          28138687  physical user.ang    akong PD       0:00      1 (Priority)
          28138686  physical user.ang    akong PD       0:00      1 (Priority)
          28138685  physical user.ang    akong PD       0:00      1 (Priority)
          28138684  physical user.ang    akong PD       0:00      1 (Priority)
          28138683  physical user.ang    akong PD       0:00      1 (Priority)
          28138682  physical user.ang    akong PD       0:00      1 (Priority)
          28138681  physical user.ang    akong PD       0:00      1 (Priority)
          28138680  physical user.ang    akong PD       0:00      1 (Priority)
          28138679  physical user.ang    akong PD       0:00      1 (Priority)
          28138678  physical user.ang    akong PD       0:00      1 (Priority)
          28138677  physical user.ang    akong PD       0:00      1 (Priority)
          28138676  physical user.ang    akong PD       0:00      1 (Priority)
          28138675  physical user.ang    akong PD       0:00      1 (Priority)
          28138674  physical user.ang    akong PD       0:00      1 (Priority)
          28138673  physical user.ang    akong PD       0:00      1 (Priority)
          28138672  physical user.ang    akong PD       0:00      1 (Priority)
          28138671  physical user.ang    akong PD       0:00      1 (Priority)
          28138670  physical user.ang    akong PD       0:00      1 (Priority)
          28138669  physical user.ang    akong PD       0:00      1 (Priority)
          28138668  physical user.ang    akong PD       0:00      1 (Priority)
          28138667  physical user.ang    akong PD       0:00      1 (Priority)
          28138666  physical user.ang    akong PD       0:00      1 (Priority)
          28138665  physical user.ang    akong PD       0:00      1 (Priority)
          28138664  physical user.ang    akong PD       0:00      1 (Priority)
          28138663  physical user.ang    akong PD       0:00      1 (Priority)
          28138662  physical user.ang    akong PD       0:00      1 (Priority)
          28138661  physical user.ang    akong PD       0:00      1 (Priority)
          28138660  physical user.ang    akong PD       0:00      1 (Priority)
          28138659  physical user.ang    akong PD       0:00      1 (Priority)
          28138658  physical user.ang    akong PD       0:00      1 (Priority)
          28138657  physical user.ang    akong PD       0:00      1 (Priority)
          28138656  physical user.ang    akong PD       0:00      1 (Priority)
          28138655  physical user.ang    akong PD       0:00      1 (Priority)
          28138654  physical user.ang    akong PD       0:00      1 (Priority)
          28138653  physical user.ang    akong PD       0:00      1 (Priority)
          28138652  physical user.ang    akong PD       0:00      1 (Priority)
          28138651  physical user.ang    akong PD       0:00      1 (Priority)
          28138650  physical user.ang    akong PD       0:00      1 (Priority)
          28138649  physical user.ang    akong PD       0:00      1 (Priority)
          28138648  physical user.ang    akong PD       0:00      1 (Priority)
          28138647  physical user.ang    akong PD       0:00      1 (Priority)
          28138646  physical user.ang    akong PD       0:00      1 (Priority)
          28138645  physical user.ang    akong PD       0:00      1 (Priority)
          28138644  physical user.ang    akong PD       0:00      1 (Priority)
          28138643  physical user.ang    akong PD       0:00      1 (Priority)
          28138642  physical user.ang    akong PD       0:00      1 (Priority)
          28138641  physical user.ang    akong PD       0:00      1 (Priority)
          28138640  physical user.ang    akong PD       0:00      1 (Priority)
          28138639  physical user.ang    akong PD       0:00      1 (Priority)
          28138638  physical user.ang    akong PD       0:00      1 (Priority)
          28138637  physical user.ang    akong PD       0:00      1 (Priority)
          28138636  physical user.ang    akong PD       0:00      1 (Priority)
          28138635  physical user.ang    akong PD       0:00      1 (Priority)
          28138634  physical user.ang    akong PD       0:00      1 (Priority)
          28138633  physical user.ang    akong PD       0:00      1 (Priority)
          28138632  physical user.ang    akong PD       0:00      1 (Priority)
          28138631  physical user.ang    akong PD       0:00      1 (Priority)
          28138630  physical user.ang    akong PD       0:00      1 (Priority)
          28138629  physical user.ang    akong PD       0:00      1 (Priority)
          28138628  physical user.ang    akong PD       0:00      1 (Priority)
          28138627  physical user.ang    akong PD       0:00      1 (Priority)
          28138626  physical user.ang    akong PD       0:00      1 (Priority)
          28138625  physical user.ang    akong PD       0:00      1 (Priority)
          28138624  physical user.ang    akong PD       0:00      1 (Priority)
          28138623  physical user.ang    akong PD       0:00      1 (Priority)
          28138622  physical user.ang    akong PD       0:00      1 (Priority)
          28138621  physical user.ang    akong PD       0:00      1 (Priority)
          28138620  physical user.ang    akong PD       0:00      1 (Priority)
          28138619  physical user.ang    akong PD       0:00      1 (Priority)
          28138618  physical user.ang    akong PD       0:00      1 (Priority)
          28138617  physical user.ang    akong PD       0:00      1 (Priority)
          28138616  physical user.ang    akong PD       0:00      1 (Priority)
          28138615  physical user.ang    akong PD       0:00      1 (Priority)
          28138614  physical user.ang    akong PD       0:00      1 (Priority)
          28138613  physical user.ang    akong PD       0:00      1 (Priority)
          28138612  physical user.ang    akong PD       0:00      1 (Priority)
          28138611  physical user.ang    akong PD       0:00      1 (Priority)
          28138610  physical user.ang    akong PD       0:00      1 (Priority)
          28138609  physical user.ang    akong PD       0:00      1 (Priority)
          28138608  physical user.ang    akong PD       0:00      1 (Priority)
          28138607  physical user.ang    akong PD       0:00      1 (Priority)
          28138606  physical user.ang    akong PD       0:00      1 (Priority)
          28138605  physical user.ang    akong PD       0:00      1 (Priority)
          28138604  physical user.ang    akong PD       0:00      1 (Priority)
          28138603  physical user.ang    akong PD       0:00      1 (Priority)
          28138602  physical user.ang    akong PD       0:00      1 (Priority)
          28138601  physical user.ang    akong PD       0:00      1 (Priority)
          28138600  physical user.ang    akong PD       0:00      1 (Priority)
          28138599  physical user.ang    akong PD       0:00      1 (Priority)
          28138598  physical user.ang    akong PD       0:00      1 (Priority)
          28138597  physical user.ang    akong PD       0:00      1 (Priority)
          28138596  physical user.ang    akong PD       0:00      1 (Priority)
          28138595  physical user.ang    akong PD       0:00      1 (Priority)
          28138594  physical user.ang    akong PD       0:00      1 (Priority)
          28138593  physical user.ang    akong PD       0:00      1 (Priority)
          28138592  physical user.ang    akong PD       0:00      1 (Priority)
          28138591  physical user.ang    akong PD       0:00      1 (Priority)
          28138590  physical user.ang    akong PD       0:00      1 (Priority)
          28138589  physical user.ang    akong PD       0:00      1 (Priority)
          28138588  physical user.ang    akong PD       0:00      1 (Priority)
          28138587  physical user.ang    akong PD       0:00      1 (Priority)
          28138586  physical user.ang    akong PD       0:00      1 (Priority)
          28138585  physical user.ang    akong PD       0:00      1 (Priority)
          28138584  physical user.ang    akong PD       0:00      1 (Priority)
          28138583  physical user.ang    akong PD       0:00      1 (Priority)
          28138582  physical user.ang    akong PD       0:00      1 (Priority)
          28138581  physical user.ang    akong PD       0:00      1 (Priority)
          28138580  physical user.ang    akong PD       0:00      1 (Priority)
          28138579  physical user.ang    akong PD       0:00      1 (Priority)
          28138578  physical user.ang    akong PD       0:00      1 (Priority)
          28138577  physical user.ang    akong PD       0:00      1 (Priority)
          28138576  physical user.ang    akong PD       0:00      1 (Priority)
          28138575  physical user.ang    akong PD       0:00      1 (Priority)
          28138574  physical user.ang    akong PD       0:00      1 (Priority)
          28138573  physical user.ang    akong PD       0:00      1 (Priority)
          28138572  physical user.ang    akong PD       0:00      1 (Priority)
          28138571  physical user.ang    akong PD       0:00      1 (Priority)
          28138570  physical user.ang    akong PD       0:00      1 (Priority)
          28138569  physical user.ang    akong PD       0:00      1 (Priority)
          28138568  physical user.ang    akong PD       0:00      1 (Priority)
          28138567  physical user.ang    akong PD       0:00      1 (Priority)
          28138566  physical user.ang    akong PD       0:00      1 (Priority)
          28138565  physical user.ang    akong PD       0:00      1 (Priority)
          28138564  physical user.ang    akong PD       0:00      1 (Priority)
          28138563  physical user.ang    akong PD       0:00      1 (Priority)
          28138562  physical user.ang    akong PD       0:00      1 (Priority)
          28138561  physical user.ang    akong PD       0:00      1 (Priority)
          28138560  physical user.ang    akong PD       0:00      1 (Priority)
          28138559  physical user.ang    akong PD       0:00      1 (Priority)
          28138558  physical user.ang    akong PD       0:00      1 (Priority)
          28138557  physical user.ang    akong PD       0:00      1 (Priority)
          28138556  physical user.ang    akong PD       0:00      1 (Priority)
          28138555  physical user.ang    akong PD       0:00      1 (Priority)
          28138554  physical user.ang    akong PD       0:00      1 (Priority)
