             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
       28119292_13  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28119292_12  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28119292_11  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28119292_10  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_9  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_8  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_7  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_6  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_5  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_4  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_3  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_2  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_1  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28119292_0  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28069379_10  physical cal_mode trotterl PD       0:00      1 (Priority)
          28129592  physical k4.90Re2     wlu2 PD       0:00      1 (Priority)
          28129591  physical k4.40Re2     wlu2 PD       0:00      1 (Priority)
          28129590  physical k3.90Re2     wlu2 PD       0:00      1 (Priority)
          28129589  physical k3.40Re2     wlu2 PD       0:00      1 (Priority)
          28129588  physical k2.90Re2     wlu2 PD       0:00      1 (Priority)
          28129587  physical k2.40Re2     wlu2 PD       0:00      1 (Priority)
          28129586  physical k1.90Re2     wlu2 PD       0:00      1 (Priority)
          28129585  physical k1.40Re2     wlu2 PD       0:00      1 (Priority)
          28129584  physical k0.90Re2     wlu2 PD       0:00      1 (Priority)
          28129580  physical k9.90Re3     wlu2 PD       0:00      1 (Priority)
          28129579  physical k9.40Re3     wlu2 PD       0:00      1 (Priority)
          28129578  physical k8.90Re3     wlu2 PD       0:00      1 (Priority)
          28129577  physical k8.40Re3     wlu2 PD       0:00      1 (Priority)
          28129576  physical k7.90Re3     wlu2 PD       0:00      1 (Priority)
          28129575  physical k7.40Re3     wlu2 PD       0:00      1 (Priority)
          28129574  physical k6.90Re3     wlu2 PD       0:00      1 (Priority)
          28129573  physical k6.40Re3     wlu2 PD       0:00      1 (Priority)
          28129572  physical k5.90Re3     wlu2 PD       0:00      1 (Priority)
          28129571  physical k5.40Re3     wlu2 PD       0:00      1 (Priority)
          28129570  physical k4.90Re3     wlu2 PD       0:00      1 (Priority)
          28129569  physical k4.40Re3     wlu2 PD       0:00      1 (Priority)
          28129568  physical k3.90Re3     wlu2 PD       0:00      1 (Priority)
          28129567  physical k3.40Re3     wlu2 PD       0:00      1 (Priority)
          28129566  physical k2.90Re3     wlu2 PD       0:00      1 (Priority)
          28129565  physical k2.40Re3     wlu2 PD       0:00      1 (Priority)
          28129564  physical k1.90Re3     wlu2 PD       0:00      1 (Priority)
          28129563  physical k1.40Re3     wlu2 PD       0:00      1 (Priority)
          28129562  physical k0.90Re3     wlu2 PD       0:00      1 (Priority)
          28129559  physical k9.90Re2     wlu2 PD       0:00      1 (Priority)
          28129558  physical k9.40Re2     wlu2 PD       0:00      1 (Priority)
          28129557  physical k8.90Re2     wlu2 PD       0:00      1 (Priority)
          28129556  physical k8.40Re2     wlu2 PD       0:00      1 (Priority)
          28129555  physical k7.90Re2     wlu2 PD       0:00      1 (Priority)
          28129554  physical k7.40Re2     wlu2 PD       0:00      1 (Priority)
          28129553  physical k6.90Re2     wlu2 PD       0:00      1 (Priority)
          28129552  physical k6.40Re2     wlu2 PD       0:00      1 (Priority)
          28129551  physical k5.90Re2     wlu2 PD       0:00      1 (Priority)
          28129550  physical k5.40Re2     wlu2 PD       0:00      1 (Priority)
          28129549  physical k4.90Re2     wlu2 PD       0:00      1 (Priority)
          28129548  physical k4.40Re2     wlu2 PD       0:00      1 (Priority)
          28129547  physical k3.90Re2     wlu2 PD       0:00      1 (Priority)
          28129546  physical k3.40Re2     wlu2 PD       0:00      1 (Priority)
          28129545  physical k2.90Re2     wlu2 PD       0:00      1 (Priority)
          28129544  physical k2.40Re2     wlu2 PD       0:00      1 (Priority)
          28129543  physical k1.90Re2     wlu2 PD       0:00      1 (Priority)
          28129542  physical k1.40Re2     wlu2 PD       0:00      1 (Priority)
          28129541  physical k0.90Re2     wlu2 PD       0:00      1 (Priority)
       28126752_30  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_29  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_28  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_27  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_26  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_25  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_24  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_23  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_22  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_21  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_20  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_19  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_18  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_17  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_16  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_15  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_14  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_13  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_12  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_11  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_10  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28126752_9  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28126752_8  physical sbatch.s   yunfan PD       0:00      1 (Priority)
        28126752_7  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_31  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_33  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_32  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_35  physical sbatch.s   yunfan PD       0:00      1 (Priority)
       28126752_34  physical sbatch.s   yunfan PD       0:00      1 (Priority)
          28129602  physical k9.90Re2     wlu2 PD       0:00      1 (Priority)
          28129601  physical k9.40Re2     wlu2 PD       0:00      1 (Priority)
          28129600  physical k8.90Re2     wlu2 PD       0:00      1 (Priority)
          28129599  physical k8.40Re2     wlu2 PD       0:00      1 (Priority)
          28129598  physical k7.90Re2     wlu2 PD       0:00      1 (Priority)
          28129597  physical k7.40Re2     wlu2 PD       0:00      1 (Priority)
          28129596  physical k6.90Re2     wlu2 PD       0:00      1 (Priority)
          28129595  physical k6.40Re2     wlu2 PD       0:00      1 (Priority)
          28129594  physical k5.90Re2     wlu2 PD       0:00      1 (Priority)
          28129593  physical k5.40Re2     wlu2 PD       0:00      1 (Priority)
  28063183_[2-100]  physical     MA_M  haikunz PD       0:00      1 (Priority)
 28063130_[55-100]  physical      ARM  haikunz PD       0:00      1 (Priority)
  28063132_[6-100]  physical    ARMAM  haikunz PD       0:00      1 (Priority)
  28127507_[9-125]  physical halfpipe yatoende PD       0:00      1 (Priority)
   28069374_[1-38]  physical cal_mode trotterl PD       0:00      1 (Priority)
   28069377_[1-15]  physical cal_mode trotterl PD       0:00      1 (Priority)
   28069373_[2-18]  physical cal_mode trotterl PD       0:00      1 (Priority)
          28136959  physical GECCO6_8    laij6 PD       0:00      1 (Priority)
          28136958  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28093472  physical GECCO6_3    laij6 PD       0:00      1 (Priority)
          28093471  physical GECCO2_2    laij6 PD       0:00      1 (Priority)
          28093470  physical GECCO2_1    laij6 PD       0:00      1 (Priority)
          28093469  physical GECCO1_1    laij6 PD       0:00      1 (Priority)
          28093468  physical GECCO2_3    laij6 PD       0:00      1 (Priority)
          28093467  physical GECCO16_    laij6 PD       0:00      1 (Priority)
          28093466  physical GECCO17_    laij6 PD       0:00      1 (Priority)
          28093465  physical GECCO2_1    laij6 PD       0:00      1 (Priority)
          28093464  physical GECCO6_1    laij6 PD       0:00      1 (Priority)
          28093463  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28093462  physical GECCO7_8    laij6 PD       0:00      1 (Priority)
          28093461  physical GECCO7_8    laij6 PD       0:00      1 (Priority)
          28093460  physical GECCO20_    laij6 PD       0:00      1 (Priority)
          28093459  physical GECCO2_2    laij6 PD       0:00      1 (Priority)
          28093458  physical GECCO15_    laij6 PD       0:00      1 (Priority)
          28093457  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28093456  physical GECCO15_    laij6 PD       0:00      1 (Priority)
          28093455  physical GECCO1_2    laij6 PD       0:00      1 (Priority)
          28093454  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28093453  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28093452  physical GECCO9_2    laij6 PD       0:00      1 (Priority)
          28093451  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28093450  physical GECCO6_9    laij6 PD       0:00      1 (Priority)
          28093449  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28093448  physical GECCO12_    laij6 PD       0:00      1 (Priority)
          28093447  physical GECCO4_1    laij6 PD       0:00      1 (Priority)
          28093446  physical GECCO8_1    laij6 PD       0:00      1 (Priority)
          28093445  physical GECCO13_    laij6 PD       0:00      1 (Priority)
          28093444  physical GECCO6_1    laij6 PD       0:00      1 (Priority)
          28093443  physical GECCO7_5    laij6 PD       0:00      1 (Priority)
          28093442  physical GECCO7_3    laij6 PD       0:00      1 (Priority)
          28093441  physical GECCO1_5    laij6 PD       0:00      1 (Priority)
          28093440  physical GECCO17_    laij6 PD       0:00      1 (Priority)
          28093439  physical GECCO10_    laij6 PD       0:00      1 (Priority)
          28093438  physical GECCO21_    laij6 PD       0:00      1 (Priority)
          28093437  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28093436  physical GECCO14_    laij6 PD       0:00      1 (Priority)
          28093435  physical GECCO4_3    laij6 PD       0:00      1 (Priority)
          28093434  physical GECCO4_1    laij6 PD       0:00      1 (Priority)
          28093433  physical GECCO15_    laij6 PD       0:00      1 (Priority)
          28093432  physical GECCO9_9    laij6 PD       0:00      1 (Priority)
          28093431  physical GECCO9_1    laij6 PD       0:00      1 (Priority)
          28093430  physical GECCO11_    laij6 PD       0:00      1 (Priority)
          28093429  physical GECCO20_    laij6 PD       0:00      1 (Priority)
          28093428  physical GECCO7_2    laij6 PD       0:00      1 (Priority)
          28093427  physical GECCO7_1    laij6 PD       0:00      1 (Priority)
          28093426  physical GECCO7_5    laij6 PD       0:00      1 (Priority)
          28093425  physical GECCO13_    laij6 PD       0:00      1 (Priority)
          28093424  physical GECCO9_8    laij6 PD       0:00      1 (Priority)
          28093423  physical GECCO12_    laij6 PD       0:00      1 (Priority)
          28093421  physical CCFR6_32    laij6 PD       0:00      1 (Priority)
          28093420  physical CCFR2_20    laij6 PD       0:00      1 (Priority)
          28093419  physical CCFR2_14    laij6 PD       0:00      1 (Priority)
          28093418  physical CCFR1_19    laij6 PD       0:00      1 (Priority)
          28093417  physical CCFR2_33    laij6 PD       0:00      1 (Priority)
          28093416  physical CCFR16_4    laij6 PD       0:00      1 (Priority)
          28093415  physical CCFR17_5    laij6 PD       0:00      1 (Priority)
          28093414  physical CCFR2_14    laij6 PD       0:00      1 (Priority)
          28093413  physical CCFR6_17    laij6 PD       0:00      1 (Priority)
          28093412  physical CCFR14_3    laij6 PD       0:00      1 (Priority)
          28093411  physical CCFR7_88    laij6 PD       0:00      1 (Priority)
          28093410  physical CCFR7_88    laij6 PD       0:00      1 (Priority)
          28093409  physical CCFR20_4    laij6 PD       0:00      1 (Priority)
          28093408  physical CCFR2_22    laij6 PD       0:00      1 (Priority)
          28093407  physical CCFR15_6    laij6 PD       0:00      1 (Priority)
          28093406  physical CCFR14_3    laij6 PD       0:00      1 (Priority)
          28093405  physical CCFR15_8    laij6 PD       0:00      1 (Priority)
          28093404  physical CCFR1_27    laij6 PD       0:00      1 (Priority)
          28093403  physical CCFR11_7    laij6 PD       0:00      1 (Priority)
          28093402  physical CCFR11_2    laij6 PD       0:00      1 (Priority)
          28093401  physical CCFR9_27    laij6 PD       0:00      1 (Priority)
          28093400  physical CCFR14_9    laij6 PD       0:00      1 (Priority)
          28093399  physical CCFR6_99    laij6 PD       0:00      1 (Priority)
          28093398  physical CCFR14_4    laij6 PD       0:00      1 (Priority)
          28093397  physical CCFR12_4    laij6 PD       0:00      1 (Priority)
          28142904  physical test_sol jvillanu PD       0:00      1 (Priority)
27350081_[559-1096  physical vicruns. liulizju PD       0:00      1 (Priority)
27350029_[600-1096  physical vicrun.s liulizju PD       0:00      1 (Priority)
          28123173  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123172  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123167  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123166  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123165  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123164  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123163  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123162  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123161  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123159  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123158  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123152  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123151  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123150  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123149  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123148  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123147  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123146  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123143  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28123142  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115037  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115035  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115034  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115033  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115032  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115031  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115029  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115028  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115027  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115024  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28115022  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28043545  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041462  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041461  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041460  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041458  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041457  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041456  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041455  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041454  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041451  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041450  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041449  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041448  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041447  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041446  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041445  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041444  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041443  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041441  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041440  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041439  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041438  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041437  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041436  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041420  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041404  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041403  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041400  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041399  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041398  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041397  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041058  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041057  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041056  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041055  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041054  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041053  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041052  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041048  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041047  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041046  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041045  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041044  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041043  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041042  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041041  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041040  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041039  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041038  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041037  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041036  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041035  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041034  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041033  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041031  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041030  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041029  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041028  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041027  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041026  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28041025  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28040640  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28040639  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28040287  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28040039  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28040038  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28037815  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28037814  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28037806  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28034906  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28032933  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016754  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016753  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016752  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016751  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016749  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016748  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016742  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016716  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016715  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016714  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016713  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016712  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          28016711  physical Phase1 - erandiac PD       0:00      1 (JobHeldAdmin)
          27348063  physical T1p2v870 yichengc  R 2-01:26:44      3 spartan-bm[085-087]
          27351302  physical turb3_v8 yichengc  R 2-01:26:44      4 spartan-bm[087-090]
          27496172  physical    CaC60 pwatkins  R 2-01:26:44      1 spartan-bm094
          27370716  physical  200_100 zshireen  R 2-01:26:44      3 spartan-bm[095-097]
          27370717  physical  200_100 zshireen  R 2-01:26:44      3 spartan-bm[098-100]
          27370719  physical  200_100 zshireen  R 2-01:26:44      3 spartan-bm[101-103]
          27410074  physical Re1208w8 yichengc  R 1-22:38:33      3 spartan-bm[091-093]
          27452270  physical 6nmspher  tjohari  R 2-01:26:44      6 spartan-bm[104-109]
          27791161  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm094
          27791172  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm094
          27791173  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm095
          27791174  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm095
          27791175  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm095
          27791176  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm095
          27791229  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm095
          27791235  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm096
          27791236  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm096
          27791237  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm096
          27791238  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm096
          27791239  physical 6par68_1   mingqi  R 2-01:26:44      1 spartan-bm096
          27611086  physical AlTi0o1_ diegoch9  R 2-01:26:44      1 spartan-bm109
          27799242  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm097
          27799243  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm097
          27799244  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm097
          27799245  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm098
          27799246  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm098
          27799247  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm099
          27799248  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm099
          27799249  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm100
          27799250  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm100
          27799251  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm100
          27799252  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm101
          27799253  physical data_sma  agustin  R 2-01:26:44      1 spartan-bm101
          28068242  physical test.job tfellowe  R 2-01:26:44      1 spartan-bm109
          27873961  physical parallel hsiaochi  R 2-01:26:44      1 spartan-bm112
          28002124  physical BlueBox_  psfahey  R 2-01:26:44      1 spartan-bm113
          27841521  physical sys/dash  forough  R 1-23:24:46      1 spartan-bm062
          27906761  physical C14+augp  gmuller  R 2-01:26:44      1 spartan-bm111
          27906844  physical C20+augp  gmuller  R 2-01:26:40      1 spartan-bm112
        27903535_1  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm113
        27903535_2  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm113
        27903535_3  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm113
        27903535_4  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm113
        27903535_5  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
        27903535_6  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
        27903535_7  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
        27903535_8  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
        27903535_9  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_10  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_11  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_12  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_13  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_14  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm115
       27903535_15  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
       27903535_16  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
       27903535_17  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
       27903535_18  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
       27903535_19  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
       27903535_20  physical AUTOART_ andremun  R 2-01:26:40      1 spartan-bm116
          27946153  physical parallel hsiaochi  R 2-01:26:40      1 spartan-bm117
          27944379  physical DTE-Adj_  gmuller  R 2-01:26:40      1 spartan-bm116
        27969394_0  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm111
        27969394_1  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm111
        27969394_2  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm111
        27969394_3  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_4  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_5  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_6  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_7  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_8  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm116
        27969394_9  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_10  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_11  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_12  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_13  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_14  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
       27969394_15  physical batch.sl    pzinn  R 2-01:26:40      1 spartan-bm117
          27937700  physical job10.sl msrikuma  R    2:03:10      1 spartan-bm061
          27937698  physical job10.sl msrikuma  R    4:25:48      1 spartan-bm122
